query,trial,elapsed_s
patients_by_gender,0,13.167858123779297
patients_by_gender,1,0.6151199340820312
patients_by_gender,2,0.45490264892578125
patients_by_gender,3,0.591278076171875
patients_by_gender,4,0.4947185516357422
patients_by_gender,5,0.4439353942871094
patients_by_gender,6,0.5509853363037109
patients_by_gender,7,0.446319580078125
patients_by_gender,8,0.5109310150146484
patients_by_gender,9,0.5049705505371094
patients_by_gender,10,0.47516822814941406
patients_by_gender,11,0.4870891571044922
patients_by_gender,12,0.3859996795654297
patients_by_gender,13,0.3349781036376953
patients_by_gender,14,0.4818439483642578
patients_by_gender,15,0.3719329833984375
patients_by_gender,16,0.8330345153808594
patients_by_gender,17,0.4830360412597656
patients_by_gender,18,0.40912628173828125
patients_by_gender,19,0.46181678771972656
patients_by_gender,20,0.42700767517089844
patients_by_gender,21,0.5130767822265625
patients_by_gender,22,0.3578662872314453
patients_by_gender,23,0.49877166748046875
patients_by_gender,24,0.3800392150878906
patients_by_gender,25,0.5738735198974609
patients_by_gender,26,0.44918060302734375
patients_by_gender,27,0.4260540008544922
patients_by_gender,28,0.33092498779296875
patients_by_gender,29,0.5059242248535156
patients_by_gender,30,0.4661083221435547
patients_by_gender,31,0.40793418884277344
patients_by_gender,32,0.3237724304199219
patients_by_gender,33,0.3437995910644531
patients_by_gender,34,0.3509521484375
patients_by_gender,35,0.42700767517089844
patients_by_gender,36,0.41985511779785156
patients_by_gender,37,0.32806396484375
patients_by_gender,38,0.3230571746826172
patients_by_gender,39,0.3581047058105469
patients_by_gender,40,0.36406517028808594
patients_by_gender,41,0.30112266540527344
patients_by_gender,42,0.3590583801269531
patients_by_gender,43,0.30803680419921875
patients_by_gender,44,0.3361701965332031
patients_by_gender,45,0.4038810729980469
patients_by_gender,46,0.34809112548828125
patients_by_gender,47,0.43320655822753906
patients_by_gender,48,0.41604042053222656
patients_by_gender,49,0.3991127014160156
patients_by_gender,50,0.36907196044921875
patients_by_gender,51,0.3592967987060547
patients_by_gender,52,0.4107952117919922
patients_by_gender,53,0.3349781036376953
patients_by_gender,54,0.4343986511230469
patients_by_gender,55,0.35572052001953125
patients_by_gender,56,0.3352165222167969
patients_by_gender,57,0.31113624572753906
patients_by_gender,58,0.2911090850830078
patients_by_gender,59,0.2999305725097656
patients_by_gender,60,0.308990478515625
patients_by_gender,61,0.29969215393066406
patients_by_gender,62,0.3368854522705078
patients_by_gender,63,0.2970695495605469
patients_by_gender,64,0.3352165222167969
